,ley,articulo,parte,texto,tokens
0,ley_de_transito,articulo 60,parte_02," los faros principales. d).- Cualquier vehículo de motor puede ir provisto de no más de 2 lámparas laterales delanteras colocadas simétricamente y cuya altura no sobrepase la altura de los faros principales, que emitan una luz ámbar o blanca que no deslumbre. e).- Cualquier vehículo de motor podrá ir provisto de no más de 1 lámpara de cortesía en el estribo a cada lado del vehículo, que emita una luz blanca o ámbar que no deslumbre. f).- Cualquier vehículo de motor puede ir provisto de una o más lámparas de retroceso o reversa, ya sea separada o en combinación con otras lámparas, siempre y cuando éstas no enciendan cuando el vehículo avance hacia el frente; g).- Cualquier vehículo podrá ir provisto de lámparas que se puedan utilizar con el fin de advertir a los conductores de otros vehí",300
0,ley_de_transito,articulo 60,parte_03,"culos, de la presencia de un peligro para el tránsito de vehículos, que reclame o ejerza un cuidado inusitado al acercarse, alcanzar o adelantar y cuando el vehículo este equipado de ese modo, deberá mostrar esta luz de advertencia además de cualquier otra señal requerida por esta Ley. Las lámparas que iluminen hacia el frente, deberán ir montadas a un mismo nivel y tan separadas lateralmente como sea posible y dejarán ver luces simultáneamente intermitentes, blancas o de color ámbar o cualquier tono de color entre blanco y ámbar. Las lámparas que se utilicen para advertencias hacia atrás, deberán estar montadas a un mismo nivel y tan separadas lateralmente como sea posible y deberán emitir luces simultáneamente intermitentes de color ámbar o rojo o cualquier otro tono de color entre ámbar y rojo. Cuando las condiciones atmosfé",300
0,ley_de_transito,articulo 60,parte_04,"ricas por la noche sean normales, estas luces de advertencia deberán ser visibles desde una distancia no menor de 500 metros. h).- Cualquier vehículo de 2 metros o menos de ancho total puede ir provisto de no más de 3 lámparas de identificación que emitan hacia adelante una luz ámbar que no deslumbre y de no más de 3 lámparas de identificación que emitan una luz roja hacia atrás que no deslumbre como se indica en el Artículo 58, inciso e) de esta Ley.",167
0,ley_de_transito,articulo 61,parte_01,"Dispositivos acústicos y ópticos en vehículos de emergencia. a).- Todo vehículo de emergencia autorizado, además del equipo y dispositivos obligatorios, deberá estar provisto de una sirena y/o campana capaces de dar una señal acústica audible, a una distancia no menor de 150 metros. b).- Además deberá estar provisto de una torreta con lámparas giratorias a 360 grados que  proyecten una luz roja visible a una distancia no menor de 150 metros bajo la luz solar normal montada sobre la línea de centro del vehículo en su posición más alta posible, o de luces integradas a la sirena que emitan una luz roja intermitente hacia adelante y hacia atrás, visibles a la misma distancia; en este caso, el montaje de la sirena deberá ajustarse a lo anotado para la torreta o bien deberá estar provisto de 2 lámparas que emitan luz ro",300
0,ley_de_transito,articulo 61,parte_02,"ja intermitente adelante y atrás, cuya intensidad sea suficiente para que sea visible bajo las condiciones anotadas para la torreta y deberán estar montadas tan arriba y tan ampliamente separadas lateralmente como sea posible sin sobresalir del vehículo. c).- Estos dispositivos no los utilizarán otros vehículos que no sean los de emergencia autorizados.",112
0,ley_de_transito,articulo 62,parte_01,"Equipo de lámparas en grúas y vehículos de servicio mecánico. Además del equipo establecido en el presente Capítulo en su parte relativa, las grúas y los vehículos de servicio mecánico, deberán estar provistos de una torreta con lámparas giratorias a 360 grados, que emitan una luz de color ámbar visible a una distancia no menor de 150 metros, montada en la parte más alta posible del vehículo sobre la línea de centro. Además podrán instalarse 2 lámparas montadas simétricamente lo más elevado y separadas posible de la línea del centro del vehículo, sin que sobresalgan de su carrocería, que emitan luz de color ámbar hacia adelante y hacia atrás, visibles a una distancia no menor de 150 metros. También deberán tener instalados cuando menos un faro buscador.",273
0,ley_de_transito,articulo 63,parte_01,"Equipo de alumbrado en motocicletas: Toda motocicleta deberá estar provista del siguiente equipo de alumbrado, el cual deberá permanecer siempre encendido mientras esté en circulación. En la parte delantera, un faro principal de intensidad variable ""ALTA"" y ""BAJA"", colocado al centro del vehículo. En la parte posterior: Una o 2 lámparas que emitan luz roja. Una reflectante de color rojo, ya sea que forme parte de la lámpara posterior, o independientemente de la misma. Una lámpara indicadora de frenaje que emita luz roja o ámbar al aplicar los frenos de servicio, ya sea que forme parte de la lámpara posterior, o independientemente de la misma. Tanto en la parte delantera como en la posterior, deberán estar provistas de luces direccionales, de color ámbar en la delantera y roja en la posterior. Cuando la motocicleta sea de 3 ruedas el equipo de alumbrado de la parte posterior deberá a",300
0,ley_de_transito,articulo 63,parte_02,"justarse, en su parte relativa a lo establecido para vehículo de 4 o más ruedas.",29
0,ley_de_transito,articulo 64,parte_01,"Equipo de alumbrado para bicicletas: Toda bicicleta deberá estar equipada con un faro delantero de una sola intensidad, que emita luz blanca, que permita ver a personas u objetos a una distancia no menor de 20 metros. Además en la parte trasera deberá llevar una lámpara que emita una luz roja, visible a una distancia no menor de 100 metros y cuando menos un reflectante de color rojo, visible por la noche desde cualquier vehículo que se encuentre a una distancia comprendida entre 30 y 100 metros, cuando la luz alta de los faros principales de dicho vehículo se proyecte directamente sobre ellos.",207
0,ley_de_transito,articulo 65,parte_01,"Luces de vehículos estacionados: Todo vehículo deberá estar provisto cuando menos de 2 lámparas delanteras de estacionamiento de las llamadas cuartos, colocadas simétricamente y lo más alejado posible de la línea de centro del vehículo, montadas a una altura no menor de 35 centímetros ni mayor de 1.60 metros, que cuando enciendan emitan una luz blanca o ámbar visibles a una distancia de 300 metros. Dichas lámparas al ser accionadas, deberán encender simultáneamente con las lámparas rojas posteriores. SECCIÓN III FRENOS",191
0,ley_de_transito,articulo 66,parte_01,"Todo vehículo automotor, remolque, semirremolque o combinación de estos vehículos, que transiten por la vía pública, deberán estar previstos de frenos que puedan ser fácilmente accionados por el conductor del vehículo automotor desde su asiento, los cuales deben conservarse en buen estado de funcionamiento, estar ajustados de modo que actúen uniformemente en todas las ruedas y que satisfagan los siguientes requisitos: a).- Vehículos automotores de 2 ejes: Frenos de servicio, que permitan aminorar la marcha del vehículo e inmovilizarlo de modo seguro, rápido y eficaz, cualesquiera que sean las condiciones de carga y la pendiente ascendente o descendente de la vía por la que circula; Frenos de estacionamiento, que permitan mantener al vehículo inmóvil, cualesquiera que sean las condiciones de carga y la pendiente ascendente o descendente de la vía por la que circule,",300
0,ley_de_transito,articulo 66,parte_02," quedando las superficies activas del freno en posición tal, que mediante un dispositivo de acción puramente mecánico, y una vez aplicado, seguirán actuando con la efectividad necesaria, independientemente del agotamiento de la fuente de energía o fugas de cualquier especie. Los frenos de estacionamiento deberán actuar sobre todas las ruedas, o cuando menos sobre una rueda de cada lado del plano longitudinal medio del vehículo; b).- Vehículos automotores de más de 2 ejes: Estos vehículos deberán satisfacer los requisitos sobre frenos, exigidos en el inciso a) de este artículo, excepto que las ruedas de uno de los ejes podrán estar exentas de la acción de los frenos de servicio. c).- Remolques y semirremolques: Frenos de servicio, que deberán actuar sobre todas las ruedas del vehículo, satisfaciendo los requisitos exigidos en el inciso a) de este art",300
0,ley_de_transito,articulo 66,parte_03,"ículo, los que serán accionados por el mando del freno de servicio del vehículo principal. Frenos de estacionamiento que satisfagan los requisitos exigidos en el inciso b) de este artículo. Cuando el remolque acoplado a un vehículo ligero, tal como automóvil, guayín, panel o pick up, no exceda en su peso bruto total del 50% del peso del vehículo remolcador, podrá no tener frenos de servicio. En ambos casos deberán estar provistos de un enganche auxiliado por cadenas o cable que limite el desplazamiento lateral del remolque e impida la caída de la barra de enganche al pavimento en caso de ruptura del dispositivo principal de acoplamiento. d).- Conjuntos de vehículos:  Además de lo establecido en los incisos anteriores para unidades, cuando circulen acoplados deberán aplicarse a estas combinaciones las siguientes normas: Los dispositivos y sistemas de frenado de cada uno de los",300
0,ley_de_transito,articulo 66,parte_04," vehículos que forman la combinación deberán ser compatibles entre sí. La acción del freno de servicio, convenientemente sincronizada, se distribuirá en forma adecuada entre los vehículos que forman la combinación. e).- Frenos especiales: Todo vehículo que utilice aire comprimido para el funcionamiento de sus propios frenos o de los frenos de cualquier vehículo remolcado, deberá estar provisto de una señal de advertencia, que no sea un manómetro, fácilmente audible o visible por el conductor, que entrará en funcionamiento en todo momento en que la presión del depósito de aire del vehículo esté por debajo del 50% de la presión dada por el regulador del compresor. Además, deberá estar provisto de un manómetro visible por el conductor, que indique en kilogramos por centímetro cuadrado la presión para el frenado o su equivalente. Todo vehículo que utilice vacío para el funcionamiento de sus prop",300
0,ley_de_transito,articulo 66,parte_05,"ios frenos o de los frenos de cualquier vehículo remolcado, deberá estar provisto de una señal de advertencia que no sea un vacuómetro, fácilmente audible o visible por el conductor que entrara en funcionamiento en todo momento en que el vacío del depósito alimentador del vehículo sea inferior a 20 milímetros de mercurio o su equivalente. Además deberá estar provisto de un vacuómetro visible por el conductor, que indique el vacío en milímetros de mercurio disponible para el frenado.",159
0,ley_de_transito,articulo 67,parte_01,"Motocicletas y bicicletas: a).- Las motocicletas deberán estar provistas de 2 dispositivos de frenado, uno de los cuales deberá actuar por lo menos sobre la rueda o las ruedas traseras y el otro por lo menos sobre la rueda o de las ruedas delanteras; si se acopla un sidecar a una motocicleta, no será obligatorio el frenado de la rueda del sidecar. Estos dispositivos de frenado deberán permitir aminorar la marcha de la motocicleta e inmovilizarla de modo seguro, rápido y eficaz, y cualquiera que sean las condiciones de carga y la pendiente ascendente o descendente de la vía por la que circula. Además de los dispositivos previstos en el párrafo anterior, las motocicletas que tengan tres ruedas simétricas con relación al plano longitudinal medio del vehículo, deberán estar provistas de un freno de estacionamiento que reúna las condiciones especificadas en",300
0,ley_de_transito,articulo 67,parte_02," el inciso siguiente: b).- Toda bicicleta de 2 o 3 ruedas que transite por la vía pública, deberá estar provista de frenos que actúen en forma mecánica e independiente sobre la rueda o ruedas delanteras y sobre la rueda o ruedas traseras que permitan aminorar la marcha de la bicicleta e inmovilizarla de modo seguro, rápido y eficaz. Deberán conservarse en buen estado de funcionamiento procurando que su acción sea la más uniforme posible sobre todas las ruedas. SECCIÓN IV OTROS DISPOSITIVOS",187
0,ley_de_transito,articulo 68,parte_01,"Bocinas y dispositivos de advertencia. Todo vehículo de motor deberá estar provisto de una bocina en buen estado de funcionamiento y capaz de emitir un sonido que, en circunstancias normales sea audible desde una distancia no menor de 60 metros. Pero ninguna bocina, ni ningún otro dispositivo de advertencia, emitirá ningún sonido o silbato que sea irrazonablemente fuerte o agudo. Está permitido, pero no es obligatorio, que cualquier vehículo esté provisto de un dispositivo  de alarma contra robos dispuesto de modo que el conductor no pueda utilizarlo como señal ordinaria de advertencia. Los vehículos considerados como de emergencia, además de la bocina a que alude este artículo, podrán estar provistos de una sirena capaz de emitir una señal acústica audible a una distancia de 60 metros o más. Queda prohibida la instalación y uso de sirenas en",300
0,ley_de_transito,articulo 68,parte_02, cualquier otra clase de vehículos.,14
0,ley_de_transito,articulo 69,parte_01,"Los automóviles deberán estar provistos de cinturones de seguridad, cuando menos en los asientos delanteros. Los conductores con limitaciones físicas o parapléjicos deberán portar una señal especialmente visible, consistente en el símbolo de la silueta de la silla de ruedas blanca con fondo negro en su vehículo para identificación.",111
0,ley_de_transito,articulo 70,parte_01,"Dispositivos mejoradores del ambiente especialmente obligatorios en zonas urbanas y suburbanas: a).- Todo vehículo de motor deberá estar provisto permanentemente de un silenciador de escape, en buen estado de funcionamiento, para evitar ruidos excesivos y nadie deberá utilizar válvulas de escape, derivaciones y otros dispositivos similares. b).- El motor de todo vehículo deberá estar equipado y ajustado de modo tal, que impida el escape de humo en cantidad excesiva. c).- Queda estrictamente prohibido tirar basura en la vía pública. Los vehículos destinados al comercio ambulante, los particulares y los de servicio público, deberán estar dotados de depósitos para basura. En los casos en que éstos depósitos no sean suficientes, o se carezca de ellos, la basura deberá conservarse en el interior del vehículo, sin que pueda arrojarse a la vía pública. Los conductores de",300
0,ley_de_transito,articulo 70,parte_02," vehículos particulares son responsables por las infracciones a esta prohibición que cometan los demás ocupantes. Los conductores de vehículos de servicio público únicamente serán responsables de las infracciones cometidas por sus pasajeros, cuando no se les haya advertido la prohibición mediante rótulos o cuando sus vehículos carezcan de depósitos para basura. Los transeúntes deberán depositar la basura en los depósitos destinados al efecto y si no los hubiere, la conservarán hasta encontrar un lugar en que puedan arrojarla.",170
0,ley_de_transito,articulo 71,parte_01,Espejos retrovisores: Todo vehículo automotor deberá estar provisto de los espejos retrovisores que se requieran conforme al tipo y servicio a que están destinados.,54
0,ley_de_transito,articulo 72,parte_01,"Cristales: Los parabrisas tienen que estar libres de obstrucciones y provistos de limpiadores. Nadie conducirá ningún vehículo de motor que tenga puestos en el parabrisas delantero, las ventanillas laterales de aleta, ni en las ventanas laterales y posteriores del vehículo, algún rótulo, cartel u otro material opaco que obstruya la clara visión del conductor. El parabrisas de todo vehículo de motor deberá estar provisto de un dispositivo que limpie la lluvia, la nieve u otra humedad; dispositivo que deberá estar construido de modo que lo haga funcionar el conductor del vehículo, desde su interior.  Las sustancias transparentes que constituyen elementos de pared exterior del vehículo, incluido el parabrisas, o de pared interior de separación, deberán ser tales que, en caso de rotura el peligro de las lesiones corporales quede reducido en la mayor medida posible. Los cristales del parabrisas deberán estar hechos",300
0,ley_de_transito,articulo 72,parte_02," de una sustancia cuya transparencia no se altere y deberán estar fabricados de tal manera que no deformen apreciablemente los objetos vistos a través de ellos y que, en caso de rotura, el conductor pueda seguir viendo la vía con suficiente claridad.",81
0,ley_de_transito,articulo 73,parte_01,"Dispositivos de advertencia: a).- Nadie conducirá ningún camión, autobús de pasajeros o tractor camionero, ni tampoco vehículo que arrastre un remolque habitación, por la carretera fuera de los límites urbanos a menos que en tal vehículo se porte el equipo que se indica a continuación: 1.- 3 Linternas eléctricas rojas o tres reflectores rojos portátiles de emergencia o 3 antorchas de manera que cada uno de estos elementos sea capaz de que, durante las horas de la noche y en condiciones atmosféricas normales, se le vea o distinga a una distancia no menos de 180 metros. 2.- 3 Luces de bengala rojas, a no ser que se lleven 3 linternas eléctricas rojas o 3 reflectantes rojos portátiles de emergencia. 3.- 2 Banderolas de tela roja que no tengan menos de 30 centímetros en cuadro, con astas para sostener estas banderolas. 4.- Que el autobús tenga una",300
0,ley_de_transito,articulo 73,parte_02," puerta trasera para casos de emergencia. b).- Los conductores de vehículos ligeros tales como automóviles, guayines, pick up, páneles, etc., deberán portar en el vehículo que conducen por carretera, cuando menos 2 banderolas que cumplan con los requisitos marcados con el punto tres del inciso a) de este Artículo y además 2 linternas que emitan una luz roja, ya sea fija o intermitente o 2 reflectantes rojos portátiles de emergencia. c).- En los vehículos de motor que se empleen para el transporte de explosivos, camiones cisterna de carga que se empleen para el transporte de líquidos inflamables o gases comprimidos, o vehículos de motor que utilicen como combustible gas comprimido, no se llevarán luces de bengala, antorchas, ni señales producidas por medio de llama. d).- No se utilizará ninguna antorcha, luz de bengala, linterna eléctrica o banderola de tela para fines de",300
0,ley_de_transito,articulo 73,parte_03," advertencia con objeto de cumplir con los requisitos de este artículo, a menos que el equipo sea de un tipo que haya sido probado por la autoridad. No se empleará unidad reflectora portátil alguna con el fin de cumplir con los requisitos señalados, a menos que esté diseñada y construida de modo que incluya 2 elementos reflectantes, uno encima del otro y cada uno de los cuales sea capaz de reflejar una luz roja claramente visible por la noche en condiciones atmosféricas normales, en todas las distancias comprendidas entre 30 y 180 metros cuando se encuentre directamente frente a la luz alta de unos faros delanteros y que sea un tipo aprobado por la autoridad.",223
0,ley_de_transito,articulo 74,parte_01,"Equipo de llantas: a).- Todo vehículo automotor, remolques, semirremolques o bicicletas, que transiten por carretera, deberán llevar llantas de tipo neumático, en condiciones tales que garanticen la seguridad del vehículo, sobre todo en lo referente a las bandas de rodamiento, las que deben proveer una adecuada adherencia sobre el pavimento, aun cuando éste se encuentre mojado.  Además deberá llevarse una llanta de refacción inflada a la presión adecuada y en condiciones tales que garantice la sustitución de otra llanta que sufra daños durante el recorrido, con excepción de bicicletas y motocicletas a condición de llevar elementos para reparación de ponchaduras. b).- Queda prohibida la conducción sobre vías pavimentadas de todo vehículo que tenga llantas metálicas o llantas de hule macizo en contacto con la vía. c).-",300
0,ley_de_transito,articulo 74,parte_02," Ninguna llanta de un vehículo que transite por vías pavimentadas deberá tener en su periferia bloque, clavo, saliente, listón o punta alguna ni ninguna otra protuberancia de cualquier materia, que no sea caucho que sobresalga de la huella de la superficie de tracción de la llanta; exceptuando cuando se trate de empleo de cadenas para llantas, cuya proporciones sean razonables, colocada en cualquier vehículo cuando sea necesario para la seguridad debida a presencia de nieve, hielo y otras condiciones que tiendan a hacer que el vehículo patine. d).- Los vehículos de servicio público de transporte no deberán de circular con llantas recubiertas en el eje delantero. CAPITULO V DE LAS REGLAS QUE DEBEN OBSERVAR LOS CONDUCTORES DE VEHÍCULOS PARA LA CIRCULACIÓN DE LOS MISMOS SECCIÓN I DISPOSICIONES PRELIMINARES",298
0,ley_de_transito,articulo 75,parte_01,"La circulación de los vehículos dentro de los perímetros urbanos, se regirá por las disposiciones de la presente Ley.",37
0,ley_de_transito,articulo 76,parte_01,"Todo usuario de las vías públicas está obligado a obedecer las reglas de la presente Ley. Las indicaciones de los dispositivos para el control del tránsito prevalecen sobre las reglas de circulación, excepto cuando estas estipulen claramente que prevalecen sobre las indicaciones de tales dispositivos. Las indicaciones del agente de tránsito prevalecen sobre las de los dispositivos para el control de tránsito y sobre las demás reglas de circulación.",141
0,ley_de_transito,articulo 77,parte_01,"Para la realización de eventos deportivos y tránsito de caravanas de vehículos o peatones, deberá obtenerse autorización del jefe de tránsito correspondiente, con un mínimo de tres días de anticipación al evento de que se trate.",79
0,ley_de_transito,articulo 78,parte_01,"Queda prohibido a los conductores de vehículos entorpecer la marcha de columnas militares, las escolares, los desfiles cívicos o las manifestaciones permitidas y los cortejos fúnebres o cruzar las filas de éstas.",68
0,ley_de_transito,articulo 79,parte_01,Se prohibe aprovisionar de combustible a un vehículo con el motor en marcha. Los vehículos de transporte colectivo de personas no deberán ser aprovisionados de combustible con pasajeros a bordo.,58
0,ley_de_transito,articulo 80,parte_01,Ningún vehículo debe llevar personas a bordo cuando sea transportado por una embarcación u otro medio. Tampoco deberá levarlas cuando sea remolcado por un vehículo de salvamento.,64
0,ley_de_transito,articulo 81,parte_01,"Se prohibe a toda persona conducir un vehículo en estado de ebriedad o bajo la acción de drogas o sustancias que disminuyan su aptitud para conducir, aun cuando por  prescripción médica esté autorizada para usarlas. Se considera que una persona se encuentra en estado de ebriedad, cuando tenga 0.80% o más de contenido alcohólico en su sangre.",120
0,ley_de_transito,articulo 82,parte_01,"Los conductores deberán tener cuidado para evitar accidentes, y cuando observen sobre el arroyo de la vía pública a cualquier persona, objeto o animal, deberán disminuir al mínimo su velocidad, y en caso necesario, parar el vehículo.",81
0,ley_de_transito,articulo 83,parte_01,"Se prohibe el uso innecesario de bocinas y en especial, cerca de hospitales, sanatorios, escuelas y edificios públicos, debiendo utilizarse sólo para evitar accidentes.",59
0,ley_de_transito,articulo 84,parte_01,"Ningún conductor deberá seguir a un vehículo de bomberos u otros servicio de emergencia, ni detenerse, ni estacionarse a una distancia menor de ciento cincuenta metros de los hechos, salvo que se justifiquen estas operaciones.",77
0,ley_de_transito,articulo 85,parte_01,"Ningún vehículo deberá pasar sobre una manguera contra incendios carente de protección, sin el consentimiento del personal de bomberos.",44
0,ley_de_transito,articulo 86,parte_01,"Ningún conductor deberá estacionarse sobre la carretera, sin instalar señales preventivas, ni cerca de una curva, donde no sea visible a una distancia que proporcione seguridad para frenar el conductor de otro vehículo, tampoco se estacionará en los tramos llamados ""columpios"".",89
0,ley_de_transito,articulo 87,parte_01,"Ninguna persona conducirá un vehículo por una vía pública, a velocidad mayor de la autorizada con excepción de los vehículos de emergencia.",50
0,ley_de_transito,articulo 88,parte_01,"Los límites máximos de velocidad cuando no haya señales indicadoras, serán los siguientes: de 30 kilómetros por hora en zonas urbanas, y de 80 kilómetros por hora fuera de los perímetros urbanos.",71
0,ley_de_transito,articulo 89,parte_01,"Cuando se transporte maquinaria y otros objetos cuyo peso excesivo pueda ocasionar lentitud en la marcha del vehículo, entorpeciendo la circulación o daños a la vía pública, previamente deberá solicitarse permiso del Departamento de Tránsito, el que señalará el horario, derrotero y condiciones a que deba sujetarse el acarreo de dichos objetos.",123
0,ley_de_transito,articulo 90,parte_01,"Los vehículos de uso agrícola solamente circularán por los caminos de acceso de las vías principales. A falta de éstos, para circular por las mismas, deberán recabar previamente autorización del Departamento de Tránsito.",76
0,ley_de_transito,articulo 91,parte_01,"El transporte de materias líquidas inflamables deberá efectuarse en vehículos adaptados exclusivamente para el objeto, en latas, o tambores herméticamente cerrados. En todo caso, los vehículos deberán estar dotados de un extinguidor de incendio.",82
0,ley_de_transito,articulo 92,parte_01,"Para transportar materias altamente explosivas es obligatorio recabar previamente el permiso de la Secretaría de la Defensa Nacional, así como del Departamento de Tránsito, en los que se fijaran el horario, derrotero y demás condiciones a que habrá de sujetarse el acarreo.",88
0,ley_de_transito,articulo 93,parte_01,"los vehículos que transporten materias líquidas inflamables o altamente explosivas deberán llevar una banda roja en su parte delantera y otra en su parte posterior y, en forma ostensible, rótulos en las partes posterior y lateral que contengan la inscripción: ""PELIGRO, INFLAMABLES"" o ""PELIGRO, EXPLOSIVOS"", respectivamente.",111
0,ley_de_transito,articulo 94,parte_01,"Los usuarios de la vía pública deberán abstenerse de todo acto que pueda constituir un obstáculo para la circulación de peatones y vehículos, poner en peligro a las personas o causar daños a propiedades públicas o privadas. En consecuencia, queda prohibido depositar en las vías públicas, materiales de construcción de cualquier índole, cascajo, tubería, mercancía y  objetos de cualquier naturaleza. En caso de justificada necesidad, la maniobra de retiro deberá ser inmediata y de preverse que esto no sea posible, se recabará autorización del Departamento de Tránsito, quien la otorgará exclusivamente en lugares donde dicho depósito no signifique algún obstáculo de importancia a la libre circulación de peatones y vehículos, debiendo establecerse indicadores que permitan distinguir la ubicación del obstáculo.",284
0,ley_de_transito,articulo 95,parte_01,"Quien remueva un vehículo accidentado o dañado, deberá limpiar la superficie de la vía de cualquier basura, vidrios u otro material dañino que haya caído en la misma.",60
0,ley_de_transito,articulo 96,parte_01,"Se prohibe conducir vehículos con mayor número de personas de las que puedan ir debidamente sentados en los asientos diseñados para tal objeto, también queda prohibido llevar bultos u objetos que obstruyan la visibilidad del conductor, sea al frente, a los lados o en la parte posterior del vehículo.",96
0,ley_de_transito,articulo 97,parte_01,Los vehículos deberán circular con sus puertas cerradas y queda prohibido transportar personas en la parte exterior de la carrocería.,38
0,ley_de_transito,articulo 98,parte_01,"La carga de un vehículo deberá estar acomodada, sujeta y cubierta en tal forma que: I.- No ponga en peligro la integridad física de las personas ni cause daños materiales a terceros. II.- No arrastre en la vía, ni caiga sobre ésta. III.- No estorbe la visibilidad del conductor ni comprometa la estabilidad o la conducción del vehículo. IV.- No oculte las luces, incluidas las del frenado, las direccionales, las de posición y las de gálibo, los dispositivos reflectantes, ni las placas de circulación.",171
0,ley_de_transito,articulo 99,parte_01,"La carga de mal olor o repugnante a la vista, debe transportarse en caja cerrada o debidamente protegida.",37
0,ley_de_transito,articulo 100,parte_01,"Carga sobresaliente: I.- Queda prohibido el tránsito de vehículos con carga que sobresalga lateralmente de la carrocería. II.- Sólo se permitirá carga sobresaliente por atrás a los vehículos de carga, cuando no exceda de la tercera parte de la longitud de la plataforma y a condición de que no sobrepase las dimensiones máximas reglamentarias. III.- Se exceptúan de lo dispuesto en el párrafo anterior, los casos en que a juicio de la autoridad, se justifique la expedición de autorizaciones especiales señalándose en las mismas, las medidas de protección que deban adoptarse. IV.- En todo caso, las cargas sobresalientes deberán ser debidamente demarcadas con banderolas rojas durante el día y lámparas rojas durante la noche.",256
0,ley_de_transito,articulo 101,parte_01,"Ningún vehículo deberá exceder de las siguientes dimensiones: Longitud 12.00 metros, excepto los articulados que podrán tener hasta 18.30 metros de longitud. Anchura 2.60 metros, incluyendo la carga del vehículo. Altura 4.00 metros, incluyendo la carga del vehículo.",96
0,ley_de_transito,articulo 102,parte_01,"La carga y descarga de objetos, se efectuará directamente del vehículo al interior de la finca y viceversa.",38
0,ley_de_transito,articulo 103,parte_01,"En las calles de un solo sentido, la carga y descarga se hará del lado en que se encuentre ubicada la casa o almacén previo permiso del Departamento de Tránsito, debiendo procurar este, se efectúe en las horas en que el tráfico sea menos intenso.",87
0,ley_de_transito,articulo 104,parte_01,Para la descarga de objetos pesados se usarán planos inclinados o cualquier otro sistema de protección al pavimento. Los propietarios de los vehículos serán responsables de los daños que ocasionen por esta omisión.,71
0,ley_de_transito,articulo 105,parte_01,"Durante la carga o descarga de un vehículo de tracción animal, es obligatorio que una persona permanezca al cuidado inmediato de los animales. SECCIÓN II CONDUCCIÓN DE VEHÍCULOS DE MOTOR",69
0,ley_de_transito,articulo 106,parte_01,"Ninguna persona deberá poner en movimiento un vehículo, sin que previamente se cerciore de que puede hacerlo con seguridad.",42
0,ley_de_transito,articulo 107,parte_01,"Ninguna persona que conduzca un vehículo deberá hacerlo negligente o temerariamente, poniendo en peligro la seguridad de las personas o de los bienes. Se prohibe la circulación de vehículos, en la noche, a aquellos que por sus características y dimensiones ocupen mayor espacio del establecido para el carril de circulación.",105
0,ley_de_transito,articulo 108,parte_01,"Ninguna persona conducirá un vehículo de motor sin llevar asido firmemente con ambas manos el control de dirección, ni llevará a su izquierda o entre sus brazos ninguna persona o bulto, ni permitirá que otra persona tome el control de dirección o dificulte esta maniobra. Es obligatorio para el conductor, así como para sus acompañantes, utilizar el cinturón de seguridad a que se refiere el artículo 69 de esta Ley, cuando el vehículo esté en marcha. Los menores de seis años de edad deberán viajar preferentemente en el asiento trasero del vehículo y en un asiento de seguridad para niños, debiendo sujetarlos con el cinturón de seguridad para adultos, siguiendo las instrucciones del fabricante del vehículo y del asiento de seguridad señaladas para ese efecto. Queda prohibido a los conductores hacer uso de teléfonos celulares mientras se conduce un vehículo de motor.",295
0,ley_de_transito,articulo 109,parte_01,"Queda prohibido a los conductores de vehículos, transitar sobre las rayas longitudinales marcadas en la superficie de rodamiento, que delimiten los carriles de circulación.",52
0,ley_de_transito,articulo 110,parte_01,"Ningún vehículo debe ser conducido a través o dentro de una isleta, sus marcas de aproximación o una zona de seguridad para peatones.",51
0,ley_de_transito,articulo 111,parte_01,"Los conductores deberán tener el debido cuidado para evitar atropellamientos y advertirán a los peatones del peligro, haciendo sonar la bocina cuando sea absolutamente necesario, extremando precauciones especialmente cuando se observen en la vía a un niño o cualquier persona aparentemente impedida. Iguales medidas de seguridad, observarán cuando haya niños jugando en las inmediaciones de la vía.",127
0,ley_de_transito,articulo 112,parte_01,Queda prohibido a los conductores producir con sus vehículos ruidos que  molesten a otras personas.,33
0,ley_de_transito,articulo 113,parte_01,"Solamente se dará marcha atrás en un espacio no mayor de diez metros, cuando el movimiento pueda hacerse con seguridad y sin interferir el tránsito. Queda prohibido realizar estas maniobras en las bocacalles. SECCIÓN III CONDUCCIÓN DE BICICLETAS Y MOTOCICLETAS",100
0,ley_de_transito,articulo 114,parte_01,"Todo conductor de bicicleta y motocicleta tiene los mismos derechos y está sujeto a las mismas obligaciones que para los conductores de vehículos de motor señala esta Ley, excepto las que por su naturaleza no le sean aplicables.",72
0,ley_de_transito,articulo 115,parte_01,Queda prohibida la conducción de bicicletas en la vía pública a menores de 12 años de edad y la conducción de motocicletas a menores de 14 años.,55
0,ley_de_transito,articulo 116,parte_01,"Quien conduzca una bicicleta o motocicleta deberá ir debidamente colocado en un asiento sujeto a la estructura y diseñado para tal fin, viendo hacia adelante con una pierna en cada uno de los lados del vehículo y manteniendo ambas manos sujetando el manubrio.",89
0,ley_de_transito,articulo 117,parte_01,"En las bicicletas y motocicletas podrán viajar únicamente el número de personas que ocupen asientos especialmente acondicionados para tal objeto, ya sea en la parte posterior o lateral del conductor, según conste en la Tarjeta de Circulación.",81
