titulo,capitulo,articulo,texto,tokens
 SEGUNDO , V,96,"Se prohibe conducir vehículos con mayor número de personas de las que puedan ir debidamente sentados en los asientos diseñados para tal objeto, también queda prohibido llevar bultos u objetos que obstruyan la visibilidad del conductor, sea al frente, a los lados o en la parte posterior del vehículo.",71
 SEGUNDO , V,97,Los vehículos deberán circular con sus puertas cerradas y queda prohibido transportar personas en la parte exterior de la carrocería.,29
 SEGUNDO , V,98,"La carga de un vehículo deberá estar acomodada, sujeta y cubierta en tal forma que: I",26
 SEGUNDO , V,99,"La carga de mal olor o repugnante a la vista, debe transportarse en caja cerrada o debidamente protegida.",31
 SEGUNDO , V,100,Carga sobresaliente: I,8
 SEGUNDO , V,101,"Ningún vehículo deberá exceder de las siguientes dimensiones: Longitud 12.00 metros, excepto los articulados que podrán tener hasta 18.30 metros de longitud. Anchura 2.60 metros, incluyendo la carga del vehículo. Altura 4.00 metros, incluyendo la carga del vehículo. 26",79
 SEGUNDO , V,102,"La carga y descarga de objetos, se efectuará directamente del vehículo al interior de la finca y viceversa.",28
 SEGUNDO , V,103,"En las calles de un solo sentido, la carga y descarga se hará del lado en que se encuentre ubicada la casa o almacén previo permiso del Departamento de Tránsito, debiendo procurar este, se efectúe en las horas en que el tráfico sea menos intenso.",68
 SEGUNDO , V,104,Para la descarga de objetos pesados se usarán planos inclinados o cualquier otro sistema de protección al pavimento. Los propietarios de los vehículos serán responsables de los daños que ocasionen por esta omisión.,52
 SEGUNDO , V,105,"Durante la carga o descarga de un vehículo de tracción animal, es obligatorio que una persona permanezca al cuidado inmediato de los animales. SECCIÓN II CONDUCCIÓN DE VEHÍCULOS DE MOTOR",53
 SEGUNDO , V,106,"Ninguna persona deberá poner en movimiento un vehículo, sin que previamente se cerciore de que puede hacerlo con seguridad.",29
 SEGUNDO , V,107,"Ninguna persona que conduzca un vehículo deberá hacerlo negligente o temerariamente, poniendo en peligro la seguridad de las personas o de los bienes. Se prohibe la circulación de vehículos, en la noche, a aquellos que por sus características y dimensiones ocupen mayor espacio del establecido para el carril de circulación.",82
 SEGUNDO , V,108,"Ninguna persona conducirá un vehículo de motor sin llevar asido firmemente con ambas manos el control de dirección, ni llevará a su izquierda o entre sus brazos ninguna persona o bulto, ni permitirá que otra persona tome el control de dirección o dificulte esta maniobra. Es obligatorio para el conductor, así como para sus acompañantes, utilizar el cinturón de seguridad a que se refiere el artículo 69 de esta Ley, cuando el vehículo esté en marcha. Los menores de seis años de edad deberán viajar preferentemente en el asiento trasero del vehículo y en un asiento de seguridad para niños, debiendo sujetarlos con el cinturón de seguridad para adultos, siguiendo las instrucciones del fabricante del vehículo y del asiento de seguridad señaladas para ese efecto. Queda prohibido a los conductores hacer uso de teléfonos celulares mientras se conduce un vehículo de motor.",215
 SEGUNDO , V,109,"Queda prohibido a los conductores de vehículos, transitar sobre las rayas longitudinales marcadas en la superficie de rodamiento, que delimiten los carriles de circulación.",44
 SEGUNDO , V,110,"Ningún vehículo debe ser conducido a través o dentro de una isleta, sus marcas de aproximación o una zona de seguridad para peatones.",34
 SEGUNDO , V,111,"Los conductores deberán tener el debido cuidado para evitar atropellamientos y advertirán a los peatones del peligro, haciendo sonar la bocina cuando sea absolutamente necesario, extremando precauciones especialmente cuando se observen en la vía a un niño o cualquier persona aparentemente impedida. Iguales medidas de seguridad, observarán cuando haya niños jugando en las inmediaciones de la vía.",94
 SEGUNDO , V,112,Queda prohibido a los conductores producir con sus vehículos ruidos que 27 molesten a otras personas.,26
 SEGUNDO , V,113,"Solamente se dará marcha atrás en un espacio no mayor de diez metros, cuando el movimiento pueda hacerse con seguridad y sin interferir el tránsito. Queda prohibido realizar estas maniobras en las bocacalles. SECCIÓN III CONDUCCIÓN DE BICICLETAS Y MOTOCICLETAS",75
 SEGUNDO , V,114,"Todo conductor de bicicleta y motocicleta tiene los mismos derechos y está sujeto a las mismas obligaciones que para los conductores de vehículos de motor señala esta Ley, excepto las que por su naturaleza no le sean aplicables.",56
 SEGUNDO , V,115,Queda prohibida la conducción de bicicletas en la vía pública a menores de 12 años de edad y la conducción de motocicletas a menores de 14 años.,44
 SEGUNDO , V,116,"Quien conduzca una bicicleta o motocicleta deberá ir debidamente colocado en un asiento sujeto a la estructura y diseñado para tal fin, viendo hacia adelante con una pierna en cada uno de los lados del vehículo y manteniendo ambas manos sujetando el manubrio.",73
 SEGUNDO , V,117,"En las bicicletas y motocicletas podrán viajar únicamente el número de personas que ocupen asientos especialmente acondicionados para tal objeto, ya sea en la parte posterior o lateral del conductor, según conste en la Tarjeta de Circulación.",60
 SEGUNDO , V,118,"Toda persona que conduzca bicicletas o motocicletas deberán mantenerse en el carril de la extrema derecha de la vía y procederá con el debido cuidado al pasar a un vehículo estacionado. No deberá transitar al lado de otra bicicleta o motocicleta, ni sobre las aceras.",78
 SEGUNDO , V,119,"Quien conduzca motocicleta, está facultado para el uso de un carril de circulación y todo conductor de un vehículo de motor de 4 o más ruedas no podrá conducir este de tal manera, que prive de una parte del uso total de un carril al conductor de una motocicleta: I",73
 SEGUNDO , V,120,"Ninguna persona que conduzca una bicicleta o motocicleta, deberá asirse o sujetar la bicicleta o motocicleta a ningún otro vehículo que transite en la vía pública.",48
 SEGUNDO , V,121,Ninguna persona deberá conducir una bicicleta entre los carriles de tránsito y entre hileras adyacentes de vehículos.,34
 SEGUNDO , V,122,"Ninguna persona que conduzca una bicicleta o motocicleta, podrá llevar carga de cualquier naturaleza, la cual sólo podrá ser transportada cuando el vehículo esté especialmente acondicionado para ello y no se afecte su estabilidad, ni la visibilidad del conductor.",64
 SEGUNDO , V,123,Cuando exista una pista especial para bicicletas los ciclistas estarán obligados a transitar exclusivamente por esta vía. 28 SECCIÓN IV CONSERVACIÓN DE DISTANCIAS Y CARRILES,50
 SEGUNDO , V,124,"Todo vehículo en tránsito debe conservar su distancia, respecto al que va adelante, como a continuación se indica: I",29
 SEGUNDO , V,125,"En vías de dos o más carriles en el mismo sentido, el vehículo deberá ser conducido hasta donde las circunstancias lo permitan en el mismo carril y sólo se desviará a otro, cuando el conductor se haya cerciorado de que podrá llevar a cabo esta maniobra con la necesaria seguridad.",71
 SEGUNDO , V,126,"Es obligatorio para los conductores que vayan a salir de una vía principal, pasar con suficiente anticipación al carril de su extrema derecha, para tomar desde su inicio el carril de desaceleración.",48
 SEGUNDO , V,127,"Los conductores que vayan a entrar a una vía principal, deberán tomar el carril de aceleración, debiendo ceder el paso a los vehículos que ya circulen por la vía principal.",45
 SEGUNDO , V,128,"En las vías de acceso controlados, se prohibe la entrada y salida de vehículos fuera de los lugares expresamente designados para ello. SECCIÓN V CIRCULACIÓN POR LA DERECHA",43
 SEGUNDO , V,129,"Los vehículos deberán ser conducidos por la mitad derecha de la vía, salvo los siguientes casos: I",26
 SEGUNDO , V,130,"Cuando un vehículo circule en una vía de 2 carriles con circulación en ambos sentidos, deberá tomar su extrema derecha al encontrar un vehículo que transite en sentido opuesto. 29",48
 SEGUNDO , V,131,"En vías de tres o más carriles, con circulación en ambos sentidos, ningún vehículo deberá ser conducido por el carril central, el que solamente podrá utilizarse en los siguientes casos: I",47
 SEGUNDO , V,132,"Cuando la superficie de rodamiento de una vía, esté dividida longitudinalmente por un espacio o una barrera, ningún vehículo transitará o cruzará por el espacio divisorio ni se estacionará en éste.",51
 SEGUNDO , V,133,"Para transitar en derredor de una plataforma circular, los vehículos deberán ser conducidos dejando a la izquierda el centro de la misma. SECCIÓN VI OBLIGACIÓN DE CEDER EL PASO",47
 SEGUNDO , V,134,"En intersecciones o zonas marcadas de paso de peatones, donde no haya semáforos ni Agentes que regulen la circulación, los conductores cederán el paso a los peatones que se encuentren sobre la parte de la superficie de rodamiento correspondiente al sentido de circulación del vehículo. En vías de doble circulación, donde no haya refugio central para peatones, también deberán ceder el paso a los que se aproximen provenientemente de la parte de la superficie de rodamiento correspondiente al sentido opuesto.",130
 SEGUNDO , V,135,"Las intersecciones con calles transversales de calles laterales de avenidas, serán consideradas independientes de las intersecciones de los carriles centrales de dichas avenidas con las mismas calles transversales, salvo que se rijan por un mismo semáforo. En consecuencia, las calles laterales no tendrán preferencia de paso sobre las calles transversales por el solo hecho de formar parte de una arteria más importante. Para determinar la preferencia de paso entre estas calles laterales y las transversales, se aplicarán las normas establecidas en esta Ley.",140
 SEGUNDO , V,136,"El vehículo que se aproxime en forma simultánea con otros procedentes de diferentes vías a un crucero sin señalamiento, deberá ceder el paso al que circule por su lado derecho.",44
 SEGUNDO , V,137,"Aunque los dispositivos para el control del tránsito lo permitan, queda prohibido avanzar sobre una intersección cuando adelante no haya espacio suficiente para que el vehículo deje libre la intersección. El conductor que se acerque a un crucero sin señalamiento, cederá el paso a aquellos vehículos que ya se encuentren ostensiblemente dentro de dicho crucero.",90
 SEGUNDO , V,138,"El conductor que tenga que cruzar la acera para entrar o salir de una cochera, estacionamiento o calle privada deberá ceder el paso a peatones y vehículos.",40
 SEGUNDO , V,139,Tienen preferencia de paso los vehículos que se desplazan sobre rieles respecto de los demás. 30 SECCIÓN VII REDUCCIÓN DE VELOCIDAD Y CAMBIO DE DIRECCIÓN,48
 SEGUNDO , V,140,Ningún conductor de vehículos deberá frenar bruscamente a menos que razones de seguridad le obliguen a ello.,27
 SEGUNDO , V,141,"Todo conductor que pretenda detenerse, reducir considerablemente su velocidad, hacer viraje para dar vuelta o cambiar de carril, sólo iniciará la maniobra, cuando se cerciore de que puede ejecutarla con seguridad, avisando previamente al que le siga de la siguiente manera: I",66
 SEGUNDO , V,142,"Para dar vuelta en una intersección, los conductores lo harán con precaución, cediendo el paso a los peatones y procediendo como sigue: I",37
 SEGUNDO , V,143,"Ningún conductor deberá dar vuelta en ""u"" para colocarse en sentido opuesto a mitad de cuadra, o cerca de una curva, o de una cima, o donde su vehículo no pueda ser avistado por otro conductor desde una distancia de seguridad, de acuerdo con la velocidad máxima permitida en la vía. No se permitirá la vuelta en ""u"" en las arterias de tráfico intensivo. SECCIÓN VIII EMPLEO DE LAS LUCES",108
 SEGUNDO , V,144,"Durante la noche o cuando por las circunstancias que prevalezcan no haya suficiente visibilidad, todo vehículo deberá llevar encendidas sus lámparas de acuerdo con las reglas siguientes: I",45
 SEGUNDO , V,145,"Las luces direccionales se emplearán para indicar cambios de dirección como se establece en el Artículo 141, Fracción II de esta Ley. Cuando funcionen simultáneamente las de ambos lados, podrán emplearse como protección durante paradas o estacionamientos. El empleo de las luces direccionales deberá efectuarse a media cuadra antes de llegar a la intersección. SECCIÓN IX LIMITES DE VELOCIDADES",100
 SEGUNDO , V,146,"Ninguna persona conducirá un vehículo por una vía pública a una velocidad mayor de la razonable y prudente, tomando en cuenta las condiciones del tránsito, del camino de la visibilidad, del vehículo y del propio conductor; ni superior a los límites que esta Ley establece. Tampoco conducirá un vehículo a una velocidad tan baja que entorpezca el tránsito, excepto cuando sea necesario marchar lentamente por razones de seguridad o en cumplimiento de la presente Ley o por cualquiera otra causa justificada. Queda prohibido a los conductores entablar competencias de velocidad o de aceleración en las vías públicas.",151
 SEGUNDO , V,147,Los Ayuntamientos podrán modificar los límites máximos de velocidad que señala el Artículo 88 de esta Ley en las vías donde lo estimen conveniente. Al efecto instalarán las señales correspondientes.,49
 SEGUNDO , V,148,"En todo caso, cuando un vehículo sea conducido en una vía a velocidad más lenta que la normal de tránsito, deberá circular por su extrema derecha, excepto cuando esté preparándose para dar vuelta a la izquierda.",56
 SEGUNDO , V,149,"En pendiente descendiente, se deberá controlar la velocidad con el motor, evitando transitar con la caja de velocidades en punto neutral o con el pedal de embrague oprimido. SECCIÓN X 33 REBASAR",53
 SEGUNDO , V,150,"Queda prohibido rebasar a cualquier vehículo que se haya detenido frente a una zona de paso a peatones, marcada o no, para permitir el paso a un peatón que cruce la vía.",48
 SEGUNDO , V,151,"Queda prohibido invadir un carril de sentido opuesto a la circulación, para rebasar una hilera de vehículos.",29
 SEGUNDO , V,152,"El conductor de un vehículo que circule en el mismo sentido que otro, por una vía de 2 carriles y circulación en ambos sentidos, podrán rebasarlo por la izquierda sujetándose a las reglas siguientes: I",53
 SEGUNDO , V,153,Ningún vehículo podrá rebasar a otro por la izquierda del centro de la vía de 2 carriles en circulación en ambos en las condiciones siguientes: I,38
 SEGUNDO , V,154,"El conductor de un vehículo podrá rebasar por la derecha a otro que transite en el mismo sentido, sólo en los siguientes casos y extremando las precauciones: I",37
 SEGUNDO , V,155,"Queda prohibido rebasar vehículos por el acotamiento, así como por el 34 carril del estacionamiento.",27
 SEGUNDO , V,156,"No será considerado como rebase, cuando cubiertos todos los carriles de circulación, los vehículos de una fila transiten más de prisa que los de otra. SECCIÓN XI ESTACIONAMIENTO",47
 SEGUNDO , V,157,Cuando se estaciona un vehículo deberán observarse las siguientes reglas: I,19
 SEGUNDO , V,158,"Todo conductor de transporte escolar, está obligado a poner en funcionamiento los dispositivos luminosos especiales cuando se detenga en la vía pública para recibir o dejar escolares y no deberá hacerlo en ninguna otra circunstancia.",51
 SEGUNDO , V,159,"Todo conductor, al alcanzar o encontrar un vehículo de transporte escolar detenido en la vía pública para recibir o dejar escolares, detendrá el vehículo al aproximarse al transporte escolar, cuando esté funcionando en este último la señal correspondiente y no emprenderá la marcha hasta que dicha señal deje de funcionar.",77
 SEGUNDO , V,160,"El conductor que por causa de fuerza mayor tuviere que parar en la superficie de rodamiento de una carretera, lo hará procurando ocupar el mínimo posible de dicha superficie dejando una distancia de visibilidad suficiente en ambos sentidos. De inmediato colocará sobre la vía los dispositivos de advertencia reglamentarios como a continuación se indica: I",86
 SEGUNDO , V,161,"Las mismas reglas señaladas en el artículo anterior deberán observar los conductores de vehículos de más de 2.00 metros de ancho, que se estacionen por causa de fuerza mayor, fuera de la superficie de rodamiento y a menos de 2.00 metros de ésta, con la salvedad de que los dispositivos de advertencia serán colocados en la orilla de la superficie de rodamiento.",98
 SEGUNDO , V,162,Ninguna persona estacionará un vehículo en los siguientes lugares: I,16
 SEGUNDO , V,163,"Las vías públicas destinadas a la circulación de vehículos en las zonas urbanas y suburbanas o rurales, deberán tener las dimensiones y características que al efecto establezcan los manuales respectivos editados por la Secretaría de Desarrollo Urbano y Ecología del Gobierno Federal.",68
 SEGUNDO , V,164,"Ninguna persona desplazará vehículos ajenos, correctamente estacionados, a lugares prohibidos.",24
 SEGUNDO , V,165,"Ninguna persona deberá abrir las portezuelas de un vehículo por el lado de la circulación, excepto los conductores que sólo podrán abrir la que les corresponde sin entorpecer la circulación y no la mantendrán abierta por mayor tiempo que el estrictamente necesario para su ascenso y descenso.",76
 SEGUNDO , V,166,"Para el ascenso o descanso de pasajeros, los conductores deberán detener sus vehículos junto a la acera, de tal manera que aquellos no tengan que pisar la superficie de rodamiento. En zonas rurales deberán hacerlo en los lugares destinados para el efecto y a falta de estos, fuera de la superficie de rodamiento.",84
 SEGUNDO , V,167,"Todo conductor al aproximarse a un cruce de ferrocarril, deberá hacerlo a velocidad moderada y no cruzará la vía férrea hasta cerciorarse de que no se aproxima ningún vehículo que circule sobre los rieles.",55
 SEGUNDO , V,168,"Es obligación de parar antes de un cruce de ferrocarril; el conductor que se aproxime a un cruce ferroviario deberá, en los siguientes casos, detenerse a una distancia no menor de 5.00 metros del riel más cercano y no reanudará su marcha, hasta que pueda hacerlo con seguridad: a)",79
 SEGUNDO , V,169,"Ningún conductor deberá demorarse innecesariamente al cruzar la vía férrea. En caso de inmovilización forzosa de un vehículo sobre los rieles, su conductor deberá esforzarse por colocarlo fuera de ellos y, si no lo consiguiere, deberá adoptar inmediatamente todas las medidas a su alcance para que los maquinistas de los vehículos que circulen sobre rieles sean advertidos de la existencia del peligro con la suficiente antelación.",119
 SEGUNDO , V,170,"Para pasar un cruce de ferrocarril con un tractor de orugas, para 37 mecánica, grúa, aplanadora, equipos o estructuras, que tenga una velocidad normal de operación menor de 15 km/h o un claro inferior de rodada menor de 22 cm., el conductor deberá, además de tomar las precauciones a que se refiere el Artículo anterior, solicitar autorización del jefe de la Estación más próxima de ferrocarril a fin de que se tomen las medidas de protección apropiadas para el cruzamiento. SECCIÓN XII VEHÍCULOS DE EMERGENCIA",138
 SEGUNDO , V,171,Los conductores de vehículos de emergencia pueden hacer uso de los siguientes privilegios: I,20
 SEGUNDO , V,172,"Los privilegios que se conceden a un conductor de vehículo de emergencia rigen sólo cuando esté haciendo uso de señales luminosas o audibles especiales, según se establece en esta Ley.",44
 SEGUNDO , V,173,Queda prohibido a los conductores de vehículos de emergencia hacer uso de las señales luminosas o audibles especiales cuando no viajen en emergencia.,35
 SEGUNDO , V,174,"Las disposiciones anteriores no relevan a los conductores de vehículos de emergencia de la obligación que tienen de manejar con la debida precaución, tendiente a proteger a las personas y a los bienes.",49
 SEGUNDO , V,175,"Las disposiciones anteriores, no serán aplicables a trabajadores, vehículos y otros equipos, mientras se encuentren ejecutando un trabajo en la vía pública, pero se aplicarán cuando transiten hacia o desde el lugar de trabajo.",53
 SEGUNDO , V,176,"Al acercarse un vehículo de emergencia que lleve señales luminosas y audibles especiales, los conductores de otros vehículos cederán el paso al de emergencia, pasando a ocupar una posición paralela y lo más cercano posible al extremo del carril derecho o a la acera, fuera de la intersección, y se detendrá manteniéndose inmóvil hasta que haya pasado el vehículo de emergencia. Tienen preferencia de paso, por el orden en que se mencionan, los vehículos destinados a los siguientes servicios y funciones: bomberos, ambulancias, seguridad pública, policía preventiva y tránsito.",150
 SEGUNDO , VI ,177,"Los peatones deberán cumplir las disposiciones de esta Ley, las indicaciones de los Agentes de la Policía y Tránsito y los dispositivos para el control del tránsito.",44
 SEGUNDO , VI ,178,"Los peatones transitarán por las aceras de las vías públicas y sobre las zonas destinadas para este objeto, evitando interrumpir u obstruir en cualquier forma la fluidez del tránsito.",52
 SEGUNDO , VI ,179,"Queda prohibido jugar en las vías públicas, ya sea en la superficie de 38 rodamiento o en las aceras, así como transitar por estas en patines, triciclos u otros vehículos.",49
 SEGUNDO , VI ,180,"Cuando existan aceras, estará prohibido a los peatones caminar por la superficie de rodamiento. Cuando no las haya, transitarán por una zona mínima de 1.50 metros paralela a la alineación de la manzana. En las zonas rurales deberán circular por el acotamiento y a falta de éste, por la orilla de la vía, dando el frente al tránsito.",100
 SEGUNDO , VI ,181,"Los peatones que empujen o que lleven objetos voluminosos, podrán utilizar la superficie de rodamiento si su circulación por la acera pudiera constituir un estorbo considerable para los demás peatones; en este caso, circularán lo más cerca posible de la orilla de la acera.",72
 SEGUNDO , VI ,182,"Todo peatón deberá cruzar las vías públicas en las intersecciones o en las zonas marcadas para tal efecto, excepto cuando se trate de zonas suburbanas, o rurales que podrán cruzarse por cualquier punto, debiendo siempre ceder el paso a los vehículos. En los lugares donde haya pasos a desnivel para peatones estos están obligados a usarlos. Ningún peatón cruzará la intersección diagonalmente, excepto en los casos en que los dispositivos para el control del tránsito lo permitan. Entre dos intersecciones contiguas controladas con semáforos, los peatones sólo cruzarán la calle en las zonas de paso marcadas para el efecto.",164
 SEGUNDO , VI ,183,Los peatones deberán tomar todas las precauciones al cruzar una vía y no irrumpirán intempestivamente la superficie de rodamiento.,35
 SEGUNDO , VI ,184,"Iniciado el cruce de una vía, los peatones no deberán demorarse sin necesidad.",25
 SEGUNDO , VI ,185,Los peatones deberán transitar por la mitad derecha de las zonas de cruce.,22
 SEGUNDO , VI ,186,"Los peatones que no se encuentren en completo uso de sus facultades y los menores de 8 años de edad, deberán ser conducidos por personas aptas al cruzar las vías, los invidentes deberán usar bastón blanco, a fin de que puedan ser distinguidos por los conductores. Los carentes de sentido del oído deberán usar brazalete amarillo.",90
 SEGUNDO , VI ,187,"Las personas con discapacidad que se desplacen en sillas de ruedas u otros medios especiales, no deberán transitar en la vía pública a mayor velocidad que la de marcha normal de los peatones.",49
 SEGUNDO , VI ,188,"Ninguna persona debe ofrecer mercancías o servicios a los ocupantes de los vehículos, repartirles propaganda o solicitarles ayuda económica; solicitar transportación en vehículos que no sean de servicio público autorizado, ni ofrecerse para cuidar vehículos.",60
 SEGUNDO , VI ,189,Se prohíbe a los pasajeros obstruir la visibilidad del conductor o interferir los controles de manejo.,28
 SEGUNDO , VI ,190,"Ninguna persona deberá ocupar un remolque mientras se encuentre en movimiento, excepto cuando haya sido diseñado para transporte de personas y aprobado por la autoridad de tránsito.",44
 SEGUNDO , VI ,191,Se prohibe a los pasajeros ascender o descender de vehículos en movimientos.,20
 SEGUNDO , VI ,192,"Los pasajeros deberán viajar en el interior de los vehículos absteniéndose 39 de hacerlo en salpicaderas, estribos, plataformas o cualquier parte externa de los mismos. Tampoco lo harán de manera que alguna parte del cuerpo del pasajero sobresalga del vehículo y pueda ser lesionado.",79
 SEGUNDO , VII ,201,Los vibradores son acanalamientos transversales al eje de la vía. Advierten la proximidad de un peligro y los conductores deben disminuir la velocidad y extremar sus precauciones al cruzarlos.,52
 SEGUNDO , VII ,202,"Las guías son tubos verticales colocados a ambos lados de los vados y a todo lo largo de los mismos para delimitar su anchura. Antes de cruzarlos debe el conductor observar las escalas de profundidad, fijadas en algunas guías.",62
 SEGUNDO , VII ,203,"Los contratistas o encargados de la ejecución de obras en las vías públicas, aun tratándose de oficiales, están obligados a instalar los dispositivos transitorios para el control de tránsito, sujetándose a las especificaciones establecidas por las autoridades competentes. Consisten, desde un simple abanderamiento, señales manuales con bandera roja, barreras, conos, tambores o una serie de señales y lámparas intermitentes durante el día, hasta mecheros, linternas, reflectantes y lámparas intermitentes durante la noche.",134
 SEGUNDO , VII ,204,Las señales manuales con bandera roja indican: a),15
 SEGUNDO , VII ,205,"SEMÁFOROS. Tienen por objeto dirigir y regular el tránsito de vehículos y peatones por medio de lámparas eléctricas que proyectan a través de lentes y contra el sentido de la circulación, luz roja, ámbar, verde o flecha de este último color, una por una o en combinación, a excepción de los exclusivos para peatones que deben proyectar luz blanca o anaranjada. Los lentes de los semáforos estarán dispuestos verticalmente en el siguiente orden descendente: roja, ámbar y verde; en el caso de semáforos horizontales deberán estar en el mismo orden, de izquierda a derecha. Dichas luces indican a los conductores y peatones que las observen de frente, que deben obedecerlas en los siguientes términos: I",195
 SEGUNDO , VII ,206,"Donde haya semáforos para peatones, éstos atenderán exclusivamente sus indicaciones en la siguiente forma: I",29
 SEGUNDO , VII ,207,"Los semáforos para el control de circulación en carriles, colocados sobre el centro de cada uno de ellos indican: I",30
 SEGUNDO , VII ,208,"Los semáforos en cruceros de ferrocarril, consisten en luces rojas que se encienden y apagan alternadamente o una luz roja en el centro de un disco que oscila como péndulo en algunos casos se complementan con campanas eléctricas sincronizadas con las luces y barreras que atraviesan los carriles de circulación. Son dispositivos que al funcionar indican alto total a los conductores y peatones, ya que se aproxima o pasa un tren.",116
 SEGUNDO , VII ,209,"Los automóviles de alquiler, deberán portar en la parte delantera del parabrisas o del techo, un letrero intercambiable y visible con las palabras ""LIBRE"" u ""OCUPADO"" para indicar que están disponibles para ser ocupados o no, para su uso por parte del público. Asimismo, deberán ser del color que determinará la Dirección de Transporte del Estado, debiendo, además en las portezuelas graficarse el Estado de Sonora con señalamiento expreso del Municipio donde se encuentran autorizados, el número económico y el sitio correspondiente. 52",141
 SEGUNDO , VII ,210,"Los vehículos destinados al transporte público de pasaje colectivo urbano, deberán ostentar en lugar visible la denominación de la ruta y el número económico así como ser del color que señale la Dirección de Transporte del Estado con el fin de orientar al público usuario.",61
 SEGUNDO , VII ,211,"Los vehículos destinados al servicio público de transporte de pasaje colectivo, en los sistemas suburbanos y foráneos, deberán ostentar el número del permiso y señalamiento de la ruta. Por lo que respecta al color de las unidades, este deberá diferenciarse en los servicios de primera y segunda clase. Cuando la clase de servicio tenga el mismo origen y destino de ruta, las unidades deberán ser uniformes en cuanto al color, el cual se determinará por la Dirección de Transporte del Estado.",112
 SEGUNDO , VII ,212,"Cuando un vehículo de transporte público de pasaje colectivo por alguna razón que así lo obligue, no esté prestando servicio al público o transite fuera de la ruta autorizada, deberá ostentar en las condiciones señaladas con anterioridad un letrero con las palabras ""SERVICIO ESPECIAL"" o simplemente ""ESPECIAL.”",77
 SEGUNDO , VII ,213,"Los vehículos destinados al servicio particular para el transporte colectivo de personas o de carga, deberán ostentar en las portezuelas el número de permiso, la razón social y la palabra ""PARTICULAR"" o cualquier otra que denote que no es para servicio público.",60
 SEGUNDO , VIII,214,"El conductor de cualquier vehículo implicado en un accidente con saldo de muertos o daños materiales en vehículos u otras propiedades, debe inmediatamente dejar estacionado el vehículo en el lugar del accidente y permanecer en dicho sitio, colocando las señales de protección hasta que tome conocimiento de los hechos la autoridad competente.",78
 SEGUNDO , VIII,215,"El conductor de cualquier vehículo implicado en un accidente con saldo de lesionados, debe proceder a prestar ayuda a estos y, si es preciso, procurar por los medios a su alcance o con su propio vehículo, el traslado de los lesionados al lugar más próximo en que puedan recibir asistencia médica. En todo caso, el implicado en un accidente de tránsito que haya abandonado el sitio del siniestro en busca de auxilio para las víctimas, está obligado a regresar a dicho lugar, y ponerse a disposición de la autoridad que tome conocimiento del mismo. Los conductores de los demás vehículos que pasen por el lugar del accidente, están obligados a detenerse a la indicación que se les haga y colaborar en el auxilio de los lesionados. La misma obligación se impone a toda persona que llegue al lugar del accidente, sea conductor, pasajero o peatón.",213
 SEGUNDO , VIII,216,"El conductor de un vehículo que cause daños a otros vehículos o propiedad no vigilados, deberá detenerse, localizar y comunicar al conductor o al propietario del vehículo o de los bienes dañados, su nombre, dirección y los del propietario del vehículo que conduce. Si no lo encuentra deberá fijar en un lugar visible del vehículo o propiedad dañados, una nota con los datos mencionados.",98
 SEGUNDO , VIII,217,"Si a consecuencia de un accidente del que no resulten muertos, ni lesionados, se causan daños materiales, en bienes que no sean del dominio público, las partes pueden llegar a un acuerdo, el que se hará constar mediante convenio suscrito por los interesados, con sus nombres, domicilios y número de placas de circulación de los vehículos y una breve descripción del accidente. Los convenios celebrados ante la presencia del Jefe de Tránsito, o de 53 quien supla sus funciones conforme a esta Ley, tendrán la calidad de documentos públicos.",135
 SEGUNDO , VIII,218,"El propietario, el conductor o los ocupantes de un vehículo implicado en un accidente de tránsito con saldo de víctimas o daños materiales en bienes de dominio público, deberán dar aviso inmediato de lo ocurrido a la Oficina de Tránsito más cercana o bien, a un representante de esa autoridad: a)",83
 SEGUNDO , VIII,219,"Cualquier persona que proporcione a la Autoridad de Tránsito, informes orales o escritos relativos a un accidente de tránsito, que resulten evidentemente falsos, estará sujeta a las sanciones previstas por la Legislación Penal.",62
 SEGUNDO , VIII,220,"La falta de licencia hace presumir la impericia del conductor, en caso de un accidente.",21
 SEGUNDO , VIII,221,Los Agentes de Tránsito actuarán en los términos del Artículo 223 de la presente Ley al darse cuenta o tomar conocimiento de un accidente.,38
 TERCERO, I,*222,Las infracciones a la presente Ley se sancionarán con: I,16
 TERCERO, I,*223,"Al darse cuenta o al tener conocimiento de una infracción, los Agentes de Tránsito, acudirán inmediatamente al lugar donde ocurra y tomarán las siguientes medidas según el caso: I",47
 TERCERO, I,224,"Las infracciones se harán constar en los talonarios oficiales, tratándose de las levantadas por Agentes de Tránsito y en las actas respectivas que al efecto se formulen cuando 55 se refieran a las infracciones que, por su naturaleza, no puedan consignarse en las boletas oficiales. Las infracciones se levantarán a personas físicas; de ninguna manera se levantarán infracciones ""A quien corresponda"", exceptuándose los casos de estacionómetros y zonas prohibidas.",124
 TERCERO, I,225,"Cuando el infractor, en un solo hecho viole varias disposiciones de esta Ley, se aplicará la sanción que corresponda a la infracción de mayor gravedad.",41
 TERCERO, I,226,"Al infractor reincidente, se le aplicará el doble de la multa que corresponda a la infracción cometida. Para los efectos de esta Ley, se considerará como reincidencia la infracción de una misma disposición en más de tres ocasiones diversas durante el lapso de un año, contado a partir de la primera infracción.",77
